Time(s),Setpoint (C),Temperature (C),TotalOutput (%),PIDOutput (%)
0.4722435474395752,0.0,38.591,0.0,-6.262073040008545
0.503835916519165,0.0,38.585,0.0,-6.230098724365234
0.5399696826934814,0.0,38.576,0.0,-6.197996616363525
0.571040153503418,0.0,38.558,0.0,-6.135082721710205
0.5939195156097412,0.0,38.546,0.0,-6.105617523193359
0.6441440582275391,0.0,38.547,0.0,-6.051318168640137
0.6734914779663086,0.0,38.569,0.0,-6.0282440185546875
0.7051558494567871,0.0,38.568,0.0,-6.006577968597412
0.736342191696167,0.0,38.569,0.0,-5.986512184143066
0.7694566249847412,0.0,38.573,0.0,-5.95132303237915
0.8008513450622559,0.0,38.583,0.0,-5.93590784072876
0.8332462310791016,0.0,38.58,0.0,-5.922268867492676
0.8694887161254883,0.0,38.566,0.0,-5.897483825683594
0.8975794315338135,0.0,38.569,0.0,-5.88661527633667
0.9288671016693115,0.0,38.552,0.0,-5.87605094909668
0.9606995582580566,0.0,38.567,0.0,-5.866705894470215
0.9928104877471924,0.0,38.572,0.0,-5.851862907409668
1.022878646850586,0.0,38.581,0.0,-5.845916748046875
1.057934045791626,0.0,38.583,0.0,-5.8405442237854
1.0936026573181152,0.0,38.573,0.0,-5.831016540527344
1.1219470500946045,0.0,38.574,0.0,-5.826493740081787
1.1540124416351318,0.0,38.565,0.0,-5.8224687576293945
1.1858799457550049,0.0,38.561,0.0,-5.818465232849121
1.2303342819213867,0.0,38.573,0.0,-5.812496185302734
1.2614572048187256,0.0,38.587,0.0,-5.809843063354492
1.2927441596984863,0.0,38.578,0.0,-5.805968761444092
1.325331211090088,0.0,38.588,0.0,-5.80383825302124
1.3573391437530518,0.0,38.563,0.0,-5.802615642547607
1.393129825592041,0.0,38.589,0.0,-5.799571990966797
1.422633409500122,0.0,38.589,0.0,-5.79875373840332
1.469233751296997,0.0,38.581,0.0,-5.796498775482178
1.501077651977539,0.0,38.567,0.0,-5.795005798339844
1.5335416793823242,0.0,38.544,0.0,-5.793228626251221
1.5690679550170898,0.0,38.538,0.0,-5.7894439697265625
1.5978641510009766,0.0,38.541,0.0,-5.788067817687988
1.6291475296020508,0.0,38.538,0.0,-5.786812782287598
1.6615004539489746,0.0,38.55,0.0,-5.7861647605896
1.6935453414916992,0.0,38.532,0.0,-5.785372734069824
1.7258248329162598,0.0,38.548,0.0,-5.7842936515808105
1.758617877960205,0.0,38.547,0.0,-5.784099102020264
1.789165735244751,0.0,38.546,0.0,-5.783878803253174
1.8217854499816895,0.0,38.546,0.0,-5.7841081619262695
1.85373854637146,0.0,38.553,0.0,-5.783775806427002
1.8857064247131348,0.0,38.572,0.0,-5.783792972564697
1.9178509712219238,0.0,38.564,0.0,-5.784846782684326
1.9528450965881348,0.0,38.572,0.0,-5.7858686447143555
1.9863758087158203,0.0,38.566,0.0,-5.786135196685791
2.020746946334839,0.0,38.581,0.0,-5.786626815795898
2.0507194995880127,0.0,38.562,0.0,-5.78624153137207
2.081937551498413,0.0,38.561,0.0,-5.785841464996338
2.1186227798461914,0.0,38.546,0.0,-5.784696578979492
2.1467859745025635,0.0,38.551,0.0,-5.7842302322387695
2.1787335872650146,0.0,38.577,0.0,-5.78495454788208
2.211873769760132,0.0,38.569,0.0,-5.785633563995361
2.2454755306243896,0.0,38.582,0.0,-5.786267280578613
2.275465965270996,0.0,38.572,0.0,-5.786284446716309
2.307499408721924,0.0,38.573,0.0,-5.78632926940918
2.3445534706115723,0.0,38.568,0.0,-5.786478042602539
2.372992753982544,0.0,38.565,0.0,-5.7861127853393555
