Time(s),Setpoint (C),Temperature (C),TotalOutput (%),PIDOutput (%)
0.4716677665710449,0.0,21.074,0.0,-3.4205117225646973
0.5166919231414795,0.0,21.027,0.0,-3.3833236694335938
0.5500831604003906,0.0,21.05,0.0,-3.3647637367248535
0.5815308094024658,0.0,21.054,0.0,-3.348073959350586
0.6134951114654541,0.0,21.055,0.0,-3.332413673400879
0.6459014415740967,0.0,21.05,0.0,-3.303697347640991
0.6771321296691895,0.0,21.043,0.0,-3.290233612060547
0.7092859745025635,0.0,21.039,0.0,-3.278020143508911
0.7419061660766602,0.0,21.045,0.0,-3.256460666656494
0.7742941379547119,0.0,21.068,0.0,-3.248112440109253
0.8062946796417236,0.0,21.084,0.0,-3.2410154342651367
0.8372175693511963,0.0,21.066,0.0,-3.234337329864502
0.8687872886657715,0.0,21.057,0.0,-3.2205724716186523
0.900470495223999,0.0,21.054,0.0,-3.214334487915039
0.9321672916412354,0.0,21.056,0.0,-3.2088027000427246
0.9676625728607178,0.0,21.06,0.0,-3.1996071338653564
0.9975800514221191,0.0,21.059,0.0,-3.1956470012664795
1.0164368152618408,0.0,21.051,0.0,-3.1920206546783447
1.0603406429290771,0.0,21.051,0.0,-3.1884102821350098
1.0933527946472168,0.0,21.047,0.0,-3.181910276412964
1.1292717456817627,0.0,21.056,0.0,-3.179281711578369
1.1615216732025146,0.0,21.063,0.0,-3.1773223876953125
1.1942451000213623,0.0,21.038,0.0,-3.173373222351074
1.230125904083252,0.0,21.038,0.0,-3.1710009574890137
1.262505292892456,0.0,21.044,0.0,-3.1692209243774414
1.2912654876708984,0.0,21.059,0.0,-3.167388439178467
1.3242652416229248,0.0,21.063,0.0,-3.1670022010803223
1.3551857471466064,0.0,21.042,0.0,-3.1658172607421875
1.3877742290496826,0.0,21.045,0.0,-3.164656639099121
1.4200141429901123,0.0,21.049,0.0,-3.1631765365600586
1.4511785507202148,0.0,21.058,0.0,-3.1630032062530518
1.4833719730377197,0.0,21.029,0.0,-3.1615748405456543
1.515958547592163,0.0,20.996,0.0,-3.15779972076416
1.547945261001587,0.0,21.009,0.0,-3.155994415283203
1.580272912979126,0.0,21.053,0.0,-3.155108690261841
1.6121864318847656,0.0,21.087,0.0,-3.1562435626983643
1.6446154117584229,0.0,21.085,0.0,-3.16092586517334
1.6766948699951172,0.0,21.07,0.0,-3.1619906425476074
1.7089197635650635,0.0,21.075,0.0,-3.162142753601074
1.7405321598052979,0.0,21.073,0.0,-3.1625285148620605
1.7801926136016846,0.0,21.073,0.0,-3.1625261306762695
1.8194921016693115,0.0,21.049,0.0,-3.161496162414551
1.8455893993377686,0.0,21.045,0.0,-3.1604998111724854
1.8770711421966553,0.0,21.04,0.0,-3.1602535247802734
1.909074068069458,0.0,21.056,0.0,-3.1592888832092285
1.948409080505371,0.0,21.064,0.0,-3.159457206726074
1.971989393234253,0.0,21.061,0.0,-3.1595187187194824
2.005445957183838,0.0,21.065,0.0,-3.1597237586975098
2.044945240020752,0.0,21.073,0.0,-3.1605710983276367
2.0783064365386963,0.0,21.085,0.0,-3.161344051361084
2.1091198921203613,0.0,21.069,0.0,-3.161256790161133
2.1405887603759766,0.0,21.06,0.0,-3.16033673286438
2.173095464706421,0.0,21.05,0.0,-3.159511089324951
2.2052009105682373,0.0,21.073,0.0,-3.159006357192993
2.238048791885376,0.0,21.092,0.0,-3.159579038619995
2.2691195011138916,0.0,21.098,0.0,-3.16109561920166
2.3013696670532227,0.0,21.094,0.0,-3.162226438522339
2.3328185081481934,0.0,21.094,0.0,-3.1629221439361572
2.3653295040130615,0.0,21.102,0.0,-3.1634466648101807
2.3973898887634277,0.0,21.098,0.0,-3.164551019668579
2.4282405376434326,0.0,21.07,0.0,-3.1644480228424072
2.46309494972229,0.0,21.057,0.0,-3.1635539531707764
2.4956419467926025,0.0,21.028,0.0,-3.160109758377075
2.5282468795776367,0.0,21.038,0.0,-3.15883207321167
2.5593955516815186,0.0,21.082,0.0,-3.158017635345459
2.5906944274902344,0.0,21.087,0.0,-3.159076690673828
2.6242799758911133,0.0,21.101,0.0,-3.1615073680877686
2.6642704010009766,0.0,21.092,0.0,-3.1624574661254883
2.6960625648498535,0.0,21.074,0.0,-3.16253924369812
2.7284297943115234,0.0,21.061,0.0,-3.1622259616851807
2.760645866394043,0.0,21.06,0.0,-3.1614320278167725
2.79363751411438,0.0,21.055,0.0,-3.1594645977020264
2.825793743133545,0.0,21.042,0.0,-3.1590442657470703
2.8570516109466553,0.0,21.028,0.0,-3.158179759979248
2.8730809688568115,0.0,21.057,0.0,-3.1569318771362305
2.90560245513916,0.0,21.061,0.0,-3.1571967601776123
2.937337636947632,0.0,21.067,0.0,-3.1575825214385986
2.9702091217041016,0.0,21.089,0.0,-3.1595096588134766
3.001917600631714,0.0,21.093,0.0,-3.1605279445648193
3.0330986976623535,0.0,21.112,0.0,-3.161524534225464
3.0656697750091553,0.0,21.133,0.0,-3.16308856010437
3.0977609157562256,0.0,21.105,0.0,-3.1655900478363037
3.1293835639953613,0.0,21.092,0.0,-3.165433168411255
3.161428928375244,0.0,21.06,0.0,-3.1652095317840576
3.1947181224823,0.0,21.053,0.0,-3.162184715270996
3.2256481647491455,0.0,21.056,0.0,-3.1611521244049072
3.2577717304229736,0.0,21.027,0.0,-3.1591358184814453
3.2905778884887695,0.0,21.032,0.0,-3.1571624279022217
3.3314146995544434,0.0,21.021,0.0,-3.155151844024658
3.3804423809051514,0.0,21.075,0.0,-3.1550917625427246
3.421529769897461,0.0,21.104,0.0,-3.158433437347412
3.4622116088867188,0.0,21.104,0.0,-3.1603899002075195
3.497161626815796,0.0,21.058,0.0,-3.1625618934631348
