Time(s),Setpoint (C),Temperature (C),TotalOutput (%),PIDOutput (%)
0.5516493320465088,0.0,22.974998474121094,0.0,0.0
0.6511020660400391,0.0,22.952497482299805,0.0,0.0
0.7619128227233887,0.0,22.957246780395508,0.0,0.0
0.8737590312957764,0.0,22.96152114868164,0.0,0.0
0.9853553771972656,0.0,22.965368270874023,0.0,0.0
1.0976719856262207,0.0,22.993831634521484,0.0,0.0
1.2481632232666016,0.0,22.994447708129883,0.0,0.0
1.473327398300171,0.0,22.9950008392334,0.0,0.0
1.6981303691864014,0.0,22.995498657226562,0.0,0.0
1.9234776496887207,0.0,23.02094841003418,0.0,0.0
2.1487934589385986,0.0,23.043853759765625,0.0,0.0
2.374309778213501,0.0,23.064468383789062,0.0,0.0
2.5992984771728516,0.0,23.058019638061523,0.0,0.0
2.820783853530884,0.0,23.07721710205078,0.0,0.0
3.0460355281829834,0.0,23.069494247436523,0.0,0.0
3.2712204456329346,0.0,23.062543869018555,0.0,0.0
3.496607542037964,0.0,23.05628776550293,0.0,0.0
3.7214157581329346,0.0,23.075658798217773,0.0,0.0
3.9470908641815186,0.0,23.043092727661133,0.0,0.0
4.1719725131988525,0.0,23.038782119750977,0.0,0.0
4.397407293319702,0.0,23.034902572631836,0.0,0.0
4.623028993606567,0.0,23.031410217285156,0.0,0.0
4.847710609436035,0.0,23.05327033996582,0.0,0.0
5.073197603225708,0.0,23.07294273376465,0.0,0.0
5.298267841339111,0.0,23.06564712524414,0.0,0.0
5.523707389831543,0.0,23.05908203125,0.0,0.0
5.748894214630127,0.0,23.078174591064453,0.0,0.0
5.9739367961883545,0.0,23.09535789489746,0.0,0.0
6.199256181716919,0.0,23.03582191467285,0.0,0.0
6.4249114990234375,0.0,23.032238006591797,0.0,0.0
6.649892091751099,0.0,23.054014205932617,0.0,0.0
6.876013278961182,0.0,23.04861068725586,0.0,0.0
7.100245952606201,0.0,23.04374885559082,0.0,0.0
7.325856924057007,0.0,23.03937339782715,0.0,0.0
7.550907373428345,0.0,23.03543472290039,0.0,0.0
7.7761924266815186,0.0,23.031890869140625,0.0,0.0
8.00142216682434,0.0,23.02869987487793,0.0,0.0
8.22651743888855,0.0,23.050830841064453,0.0,0.0
8.447727918624878,0.0,23.045745849609375,0.0,0.0
8.673648357391357,0.0,23.066171646118164,0.0,0.0
