Time(s),Setpoint (C),Temperature (C),TotalOutput (%),PIDOutput (%)
0.5446076393127441,0.0,25.249998092651367,0.0,-4.158675193786621
0.6444168090820312,0.0,25.27499771118164,0.0,-4.146881103515625
0.7643015384674072,0.0,25.297496795654297,0.0,-4.132251739501953
0.8751375675201416,0.0,25.267745971679688,0.0,-4.11367654800415
0.9714560508728027,0.0,25.240970611572266,0.0,-4.092671871185303
1.0826225280761719,0.0,25.241872787475586,0.0,-4.0714569091796875
1.245939016342163,0.0,25.21768569946289,0.0,-4.049430847167969
1.4711759090423584,0.0,25.1959171295166,0.0,-4.0272932052612305
1.6969449520111084,0.0,25.2263240814209,0.0,-4.007713794708252
1.9217360019683838,0.0,25.203691482543945,0.0,-3.9881603717803955
2.1470391750335693,0.0,25.233320236206055,0.0,-3.9712138175964355
2.3720920085906982,0.0,25.20998764038086,0.0,-3.9542768001556396
2.597175359725952,0.0,25.23898696899414,0.0,-3.939883232116699
2.822300434112549,0.0,25.240087509155273,0.0,-3.9264869689941406
3.0476865768432617,0.0,25.241077423095703,0.0,-3.9140748977661133
3.2734410762786865,0.0,25.166969299316406,0.0,-3.8993687629699707
3.4982361793518066,0.0,25.200271606445312,0.0,-3.8877370357513428
3.7233774662017822,0.0,25.205244064331055,0.0,-3.8774237632751465
3.948700428009033,0.0,25.209718704223633,0.0,-3.8682591915130615
4.174074172973633,0.0,25.188745498657227,0.0,-3.859015941619873
4.399270534515381,0.0,25.194869995117188,0.0,-3.8510119915008545
4.625019788742065,0.0,25.175382614135742,0.0,-3.8429691791534424
4.85015869140625,0.0,25.207843780517578,0.0,-3.837251663208008
5.075010061264038,0.0,25.18705940246582,0.0,-3.831112861633301
5.3004467487335205,0.0,25.19335174560547,0.0,-3.825904607772827
5.52583122253418,0.0,25.149015426635742,0.0,-3.8192954063415527
5.751096725463867,0.0,25.184112548828125,0.0,-3.8151187896728516
5.97207236289978,0.0,25.19070053100586,0.0,-3.8116471767425537
6.202062368392944,0.0,25.19662857055664,0.0,-3.808743715286255
6.4270734786987305,0.0,25.20196533203125,0.0,-3.8062992095947266
6.652352333068848,0.0,25.206768035888672,0.0,-3.804227352142334
6.873764991760254,0.0,25.211090087890625,0.0,-3.8024587631225586
7.098936557769775,0.0,25.21497917175293,0.0,-3.800938129425049
7.323919296264648,0.0,25.243480682373047,0.0,-3.80070424079895
7.5493245124816895,0.0,25.244131088256836,0.0,-3.8002803325653076
7.774974822998047,0.0,25.194717407226562,0.0,-3.797560691833496
7.999980926513672,0.0,25.200244903564453,0.0,-3.7954750061035156
8.22510576248169,0.0,25.180219650268555,0.0,-3.7927968502044678
8.4502432346344,0.0,25.112197875976562,0.0,-3.7876057624816895
8.675439834594727,0.0,25.100976943969727,0.0,-3.782966375350952
8.901130199432373,0.0,25.11587905883789,0.0,-3.7799153327941895
9.126160621643066,0.0,25.104290008544922,0.0,-3.776965618133545
9.351128339767456,0.0,25.043861389160156,0.0,-3.7719969749450684
9.576401710510254,0.0,25.06447410583496,0.0,-3.7690043449401855
9.801639080047607,0.0,25.058025360107422,0.0,-3.766383647918701
10.02686095237732,0.0,25.077220916748047,0.0,-3.7651751041412354
10.252251625061035,0.0,25.119497299194336,0.0,-3.7660648822784424
10.477414608001709,0.0,25.13254737854004,0.0,-3.767308235168457
